,user_id,name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
10,86c126fd7943ecd2d541ab7722901f00,Michelle,964,2009-03-10 00:20:42,5250,3147,4110,"2010,2011,2012,2013,2014,2015,2016,2017,2018",548,3.95,770,55,37,100,10,178,354,350,350,246,266
11,cd257de978af9cccd2b7d84433e60b0f,Diana,120,2011-09-27 06:25:44,98,16,25,"2017,2018",8,3.76,0,0,0,0,0,2,1,1,1,0,1
12,fec394d9484458aaf7e377939f5e26eb,Robby,33,2011-01-10 04:49:17,65,8,24,,2,4.28,0,2,1,0,0,3,6,8,8,2,0
13,69e5bc9dd7200dbb5d0eb4e84c766f5b,Christine,671,2008-02-12 06:07:03,1507,387,826,"2010,2011,2012,2013,2014,2015,2016,2017,2018",35,4.07,81,10,8,5,6,48,153,183,183,58,17
14,e8871ee400d014c1573c77acac0d17b0,Erica,451,2011-05-31 20:14:08,945,396,605,"2013,2014,2015,2016,2017,2018",37,3.75,12,6,3,1,0,6,41,22,22,18,5
15,e863848c98f05b8de56de91dc9f6d5c1,Aaron,89,2012-03-10 00:18:19,132,25,44,"2016,2017,2018",20,3.93,4,0,0,0,0,0,4,4,4,0,3
16,ef4568e6fb47db4dfaa01659bf063994,Lindsay,130,2010-11-30 18:38:11,273,100,167,"2011,2012",12,4.49,21,2,3,0,4,26,38,33,33,11,2
17,93951dba2b09f3d3ffa1d6abdc380d7b,Angela,461,2008-01-28 06:09:34,3709,2574,3048,"2010,2011,2012,2013,2014,2015,2016,2017",106,4.05,870,61,55,54,22,410,750,932,932,430,111
18,3c0ef34ed4f59cf35a66581e815cfc0a,April,103,2010-06-14 16:42:51,169,64,83,"2012,2013,2014",17,4.01,12,5,1,0,0,17,15,17,17,22,4
19,e2e1cbd911756f6f229185c46ed95f0b,Brianne,91,2011-03-02 03:56:31,51,6,19,"2016,2017,2018",8,4.23,0,0,0,1,0,1,6,1,1,0,2
20,67f095352da1fb084536a1a3205fd353,Honey,114,2014-05-24 03:20:24,51,13,32,2018,5,4.55,2,0,0,0,0,2,1,2,2,0,9
21,e6aab278411f6524ebd9055d94fa3c7a,Brian,278,2007-03-01 02:57:26,775,271,359,"2007,2009,2010,2011,2012,2013,2014,2015,2016,2017",30,3.63,18,7,1,0,3,7,23,27,27,8,1
22,2f3f52477647a6d37ae6f791817fb14e,Kathleen,1536,2005-07-20 20:47:26,5673,4474,3891,"2006,2007,2008,2009,2010,2011,2012,2017,2018",381,3.63,343,50,16,26,196,148,204,395,395,195,23
23,59fb1ee635cce028743b04d3c08f8157,Adam,357,2009-02-04 16:31:25,742,159,278,"2012,2013,2014,2015,2016,2017,2018",38,3.98,13,4,1,0,0,7,24,23,23,17,6
24,35bc32f5250c70e7ae3d29fc29366a19,Douglas,55,2013-06-28 19:55:44,187,168,125,,8,3.82,7,4,0,0,0,1,14,16,16,9,1
25,d08266b31c36a96e6d35c579a2ecca11,James Swann,39,2011-06-06 20:03:42,139,65,89,,17,4.18,8,2,1,1,0,5,15,11,11,6,0
26,eb831f6091652d7a8c6c85b9809508fa,Teri,1015,2005-07-06 04:31:27,6553,2011,4908,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",343,3.66,1005,82,58,118,69,533,1594,1332,1332,398,272
27,32266650fea46b0f4b3243042a44606e,Peter,110,2011-08-26 21:39:33,77,22,45,"2012,2013,2014,2017",3,4.53,0,1,0,0,1,2,2,3,3,0,0
28,c1a0c6819d6bdf385a16722be2f59c80,BL,41,2009-03-25 00:29:19,73,19,11,,2,3.81,1,1,0,0,0,0,1,1,1,1,0
29,309a6261e6e3b48ce7c26ad43c804c03,Davette,126,2011-02-22 01:25:28,60,15,17,"2017,2018",7,3.82,0,1,0,0,0,3,5,0,0,0,0
30,ea1daf742844877ac76f8e742cd9e529,Nancy,1434,2010-09-20 04:17:33,4270,1668,2907,"2010,2011,2012,2013,2014,2015,2016,2017,2018",61,4.06,67,26,7,8,2,139,198,145,145,69,12
31,b4511857f1f4f1421dabe7e6f83b5433,Felicia,1798,2008-09-09 19:17:20,3571,1611,2024,"2011,2012,2013,2014,2015,2016,2017,2018",103,3.78,43,6,8,4,1,45,77,115,115,65,8
32,0e0fbe3045c7ee005e0c14f4e7d13bb8,Lynhdan,49,2007-04-10 20:38:06,33,21,16,,2,2.92,0,1,0,0,0,1,2,2,2,0,0
33,d61e93a1af516de0793eefc4e3201e4e,Jennifer,163,2008-01-18 16:46:33,733,405,532,"2008,2009",12,3.72,34,1,1,1,4,13,30,70,70,5,0
34,66d336344079a03dd0c91cbce3471d99,Kevin,122,2012-10-20 06:49:44,205,79,60,"2014,2015,2016",8,3.24,4,0,0,0,0,2,2,4,4,3,1
35,f156ef547dc911a8c03b495a002f9447,Carla,101,2014-08-08 18:58:58,68,10,44,,6,4.47,1,0,0,0,0,0,2,1,1,1,0
36,99e5c5f79f76ce5f2b5039fd20770873,Joseph,115,2008-08-30 15:26:36,128,44,62,,3,3.77,0,2,0,0,0,4,1,2,2,1,0
37,c273060e3655d64f5887fed593bf1c6a,Christine,91,2016-07-01 17:31:17,45,9,13,,2,3.57,0,0,0,0,0,0,4,0,0,0,0
38,a0eaf13b0177b6b407a6bd5d87afb22f,Melissa,197,2010-04-11 18:21:00,1629,919,1310,"2015,2016,2017,2018",84,4.08,86,7,4,5,1,30,115,140,140,66,64
39,5fe0ee47003a4643cfdfa050f534e693,Ralph,37,2013-12-11 19:49:34,54,9,8,"2015,2016",4,3.22,0,0,0,1,0,0,3,4,4,0,1
40,c07167af77e0d7af88f68e19b6940ce1,Crystal,67,2013-09-21 19:48:38,655,280,487,"2016,2017",48,3.52,49,10,1,3,0,20,95,122,122,41,51
41,ea4c4a8718ef178bb39b1b37b81a16a4,Jen,124,2007-11-13 18:14:31,515,186,269,"2008,2009",14,3.97,22,5,0,4,4,19,16,39,39,14,0
42,7fae395833d3bebbef31da21b7a74e64,Daryl,289,2007-08-08 02:16:14,438,351,288,"2008,2009",10,3.61,13,4,1,3,6,5,24,36,36,13,2
43,6482aa892887dd2c365d77d29e8ee8c1,Jimmy,202,2015-08-06 17:01:46,284,374,189,"2015,2016,2017,2018",11,3.8,3,1,0,0,0,6,4,6,6,9,0
44,77c5e23d3baa82af3218d9a1de2280eb,Danielle,714,2006-10-03 00:02:28,4638,2663,3327,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",235,3.36,284,29,25,32,5,88,211,400,400,181,27
45,5579fb58fc2a8d631982b67720997563,Michael,567,2009-11-14 18:43:57,4533,3104,3781,"2010,2011,2012,2013,2014,2015",113,3.63,637,137,120,70,81,451,976,1144,1144,586,108
46,cc346da615b50659b0ff8bd70cd0110e,Chris,1318,2007-08-17 20:21:05,9364,6174,7941,"2011,2012,2013,2014,2015,2016,2017,2018",172,3.85,223,28,17,2,10,112,619,451,451,156,121
47,a9160ee7b713a451035d1497e9abf381,Clay,349,2012-09-04 20:55:15,883,325,764,"2016,2017,2018",12,3.88,60,1,0,0,0,16,28,64,64,12,18
48,f108edc07763bf8f07877ca747b6d313,Nichole,162,2011-09-19 03:04:15,190,69,60,2018,18,3.23,3,1,1,0,0,2,3,4,4,3,0
49,7331bc899284a6e729824fad7061dc47,Gloria,44,2016-04-13 15:12:29,53,14,30,2018,3,3.91,1,0,0,0,0,0,0,0,0,0,0
50,49b1a1f15bdf764aaa1f62af9925b683,Angie,77,2010-04-06 00:56:38,161,66,64,,3,3.6,10,0,1,1,0,24,13,15,15,5,2
51,ff0b97113bbb1fb669cb03fd49d0891d,Gabi,1932,2007-08-10 19:01:51,18380,8792,15349,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",894,4.06,1549,84,91,230,96,1157,3254,2138,2138,455,270
52,79f1ab8dc36a6f0c2a3b50e7a30f4eb2,Tom,144,2009-12-31 00:51:15,205,48,55,"2012,2013,2014,2015,2016",8,4.18,0,0,1,0,0,2,3,2,2,1,1
53,2ecdb622013d580239cd71e67463fed6,Don,425,2011-09-26 19:47:14,1375,642,749,"2012,2013,2014,2015,2016,2017,2018",5,3.76,6,0,0,1,0,7,19,15,15,4,0
54,1df4783a629343b5aefaf5c040bdea6f,Swetha,80,2016-04-08 18:33:07,78,6,43,"2017,2018",5,4.13,0,1,0,0,0,6,0,1,1,0,0
55,6d50aa790b6c1c43e51d74f8aa1171c2,Tessa,48,2013-02-16 21:21:13,25,16,20,"2017,2018",5,4.35,1,2,0,1,0,0,0,1,1,0,0
56,ac7da35a98a5d54ece17159ea336e16a,Mike,54,2012-05-05 20:42:09,21,9,11,,1,4.71,0,0,0,0,0,2,2,0,0,1,0
57,8c100992ce2d009dd58e232243733f7e,Lisa,39,2012-03-30 15:18:33,19,3,3,,1,3.66,0,0,0,0,0,1,1,0,0,0,0
58,0f6495f7933023d8389127fcf39a9205,Richard,43,2010-03-28 04:07:15,193,63,23,,6,2.46,0,0,1,0,0,3,2,2,2,1,0
59,b362b5be92cb6cfa4a4d730a5046a95b,Antoinette,53,2014-12-21 01:13:58,35,5,9,,0,3.37,0,0,0,0,0,1,2,0,0,0,0
60,cd4f19b90599e64cb4b99b92031f024f,Rho,1077,2008-10-02 04:39:08,9393,5032,7287,"2010,2011,2012,2013,2014,2015,2016,2017,2018",580,3.8,831,82,63,111,15,255,441,773,773,577,325
61,38bcb05b34894816e0e7d633d454a938,Mandi,343,2011-10-20 19:56:53,1101,585,679,"2013,2014,2015,2016,2017",14,3.76,32,2,1,3,0,13,30,39,39,18,4
62,011fbd6475e4b92a986a8e04b1fa97c6,Crystal,1208,2013-01-17 22:00:29,13356,8535,10622,"2014,2015,2016,2017,2018",267,3.48,284,35,15,8,1,176,401,702,702,317,453
63,cf46c3089bb1a28bdbd1a8cc0845f4e5,Sheldon,34,2011-03-18 23:40:49,22,21,12,,5,2.71,0,0,0,0,0,1,0,3,3,0,0
64,3960113d9dd77489282c9327d160820e,Alyssa,43,2011-10-17 23:25:06,95,57,46,,7,3.55,2,1,0,0,0,2,2,1,1,0,0
65,b22a7bcea45be7fd1a62524510e1fb73,Stephen,462,2009-04-01 20:52:36,872,423,492,"2010,2011,2012,2013,2014,2015,2016,2017,2018",36,3.78,56,4,0,1,2,11,56,68,68,11,11
66,4d6f741450bc363d2acc92e61277660b,Ahmad,733,2012-11-04 04:51:20,3800,2130,2715,"2015,2016,2017,2018",111,3.23,56,22,4,1,0,46,77,157,157,98,47
67,b235e1b302981f4a9bc77624affc429c,Isabella,91,2011-09-25 03:28:53,127,13,57,"2017,2018",3,4.1,2,2,0,0,0,2,0,2,2,3,0
68,e95924e1dff115326e772afcca350af4,Mister,53,2009-07-30 00:13:20,66,32,32,,8,4.15,0,1,0,0,0,2,2,1,1,0,1
69,d33b2998a6a9e75e91b2b0c245f9f1db,Donna,261,2010-11-14 23:05:30,278,44,136,"2017,2018",9,4.04,1,0,0,1,0,4,8,2,2,4,2
70,62467625d4f45c070bbb35e80b224b75,Kat,260,2010-12-13 07:29:33,692,218,297,"2012,2013,2014",18,3.64,26,2,1,2,0,25,24,47,47,6,3
71,b9920d3a07c6b4a57651dccb5776765b,Elisa,42,2012-05-09 17:39:11,45,15,19,,2,4.02,1,0,0,0,0,0,1,2,2,0,0
72,ee8664ad59599719b3813b4f6a37ed86,Adrienne,95,2015-07-19 18:18:07,56,31,26,2018,1,4.15,0,0,0,0,0,1,1,0,0,1,6
73,9635e55d301cff88d879baf81c0328c7,Michelle Lynn,41,2014-08-22 03:28:25,98,52,69,,9,4.19,6,0,1,0,0,1,7,3,3,1,5
74,a5afde9d2ecc84bb6604cf31a37d60bb,David,588,2008-11-12 16:55:58,789,222,227,"2014,2017,2018",23,3.26,6,6,0,1,0,38,19,35,35,23,14
75,0f2310f7ca7e58d90436f35e869b2611,Brian,730,2011-01-04 00:19:52,1181,494,777,"2011,2012,2013,2014,2015,2016,2017",30,3.91,26,6,8,0,0,25,33,55,55,32,13
76,aaa84d0a9f47062ceec85fe44678f51c,Janice,86,2014-01-06 04:49:05,211,69,147,"2015,2016,2017,2018",13,3.63,24,5,1,1,0,32,63,47,47,6,8
77,062ecf2326040513e478a9ec96628593,Pegah,2506,2010-09-26 23:14:37,5665,3412,3476,"2011,2012,2013,2014,2015,2016,2017,2018",206,4.01,75,17,14,6,2,71,142,162,162,123,41
78,9cb382fe79646811827f0f6945ff99d9,Jessie,139,2011-04-07 22:02:48,111,31,77,"2016,2017,2018",6,4.29,1,1,0,0,0,5,3,8,8,2,1
79,76a27ae62a84232b0697f0e55c2489c1,Ivy,126,2016-03-06 04:27:25,176,50,85,"2016,2017,2018",12,3.74,1,0,0,0,0,1,3,1,1,5,2
80,72501c6c0d282c9cfb3bb720b8004e9f,Mark,256,2010-06-21 03:27:53,1808,884,1350,"2015,2016,2017,2018",42,3.9,79,19,24,4,0,33,123,233,233,33,164
81,5c3b1b5ddb1604504fc138ec4786420d,Annie,338,2012-03-26 15:44:53,435,128,144,"2012,2013,2014,2016,2017,2018",17,3.55,25,7,0,0,0,12,44,59,59,15,4
82,e11b5bb4f908385960a8de2de17efa73,Christen,76,2012-12-07 19:37:20,89,9,7,"2016,2017,2018",2,3.63,0,0,1,0,0,1,2,0,0,1,1
83,86d6f2ff549c8ffb9c4b36f1204b5b7e,Rachel,504,2012-11-16 00:49:22,4519,2893,3563,"2013,2014,2015,2016,2017,2018",78,3.88,253,26,21,8,3,113,1066,706,706,185,52
84,ca84313918b394fb5c6ef5cb67941e74,Tiffanie,68,2010-01-14 01:55:35,84,37,15,,0,3.09,0,1,1,0,0,1,1,0,0,0,0
85,80413179bbc3c64cf6e1e76c475e1c64,Jacqueline,258,2009-05-25 05:15:59,1910,1021,1396,"2009,2010,2011,2012,2013,2014,2015,2016",74,3.92,88,6,7,8,8,45,44,103,103,90,23
86,db47544c8dfcc63a32b8de96f4005cd6,Steve,1257,2009-05-20 23:09:03,31343,24646,28316,"2012,2013,2014,2015,2016,2017,2018",469,3.87,3223,334,379,25,53,1278,4285,6051,6051,2921,2923
87,032b312e63b9b61051cbf286d46389c6,Brenda,461,2010-01-25 22:22:55,1984,721,1269,"2010,2011,2012,2013,2014,2015,2016,2017,2018",54,3.82,63,6,2,2,1,34,97,79,79,55,19
88,681e34a6384f7b281833b5ec2923b63c,Derrick,1309,2007-12-14 04:37:45,1317,563,632,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",44,3.63,30,10,2,0,3,40,33,59,59,22,6
89,b207a4d9247e7379b7872aef1245f8fa,Kim,128,2008-01-04 23:14:02,399,122,210,"2011,2012,2013",20,4.0,26,6,2,10,0,19,30,28,28,14,8
90,f1f722f076ea632e0edc72de38617b42,Leonor,177,2012-05-28 22:05:59,552,297,378,"2014,2015,2016",29,4.06,58,4,1,6,0,62,100,101,101,8,20
91,2d63a7761964fe8b9f33d3345b187f06,Misty,34,2014-03-27 17:21:33,22,2,5,,6,4.39,1,0,1,0,0,0,2,0,0,1,0
92,c997d4823cc646796a8018c42b3ab31f,Kenny,39,2014-01-22 06:14:47,20,8,9,,0,3.72,1,0,0,0,0,2,0,0,0,0,0
93,953e43bff0a7be27091749afa5633b82,Angelica,162,2011-10-07 01:32:05,254,66,106,"2012,2013,2017,2018",18,4.15,7,1,0,0,0,6,10,16,16,5,3
94,336478027ea22294317e5e4298f1d06c,Kellie,56,2010-08-04 14:52:30,91,16,20,,1,3.85,0,0,0,0,0,4,1,0,0,0,0
95,4923ffe9f8806b1806151de2204dcfd7,Chris,48,2009-04-28 17:02:18,78,13,20,,1,3.0,0,0,0,0,0,3,0,0,0,0,0
96,afb8378bd75d7ba003653c0fba072de4,Fei,270,2011-07-11 02:41:59,421,193,115,"2013,2014,2015",11,3.6,5,2,0,0,1,5,15,7,7,8,1
97,fd8cecc4c6a67b3e21347a617c561c14,Sabina,105,2013-10-31 17:26:43,113,29,34,"2014,2015,2016",7,3.61,4,0,1,0,0,2,2,1,1,4,0
98,b6f588323b8b8cdcaf6dc337b2c0f937,Cin,327,2010-07-13 04:36:26,11836,8986,10318,"2010,2011,2012,2013,2014,2015,2016,2017,2018",236,3.86,5460,314,581,285,78,1485,7678,5663,5663,1939,8297
99,19cdae9c1182b27403dc5fb745586f81,Roland,80,2016-12-26 11:40:20,29,8,11,2018,1,3.8,0,0,0,0,0,1,1,0,0,0,0
100,f815827099a284c9baf51fe9783d4b4a,Carolinne,38,2010-04-28 02:29:48,36,3,8,,0,4.15,0,0,0,0,0,2,0,0,0,0,0
101,2beebf32bcf755c226db90a0198c9161,Stacy,797,2009-04-08 05:32:56,2636,1450,1901,"2012,2013,2014",92,3.48,211,21,16,12,5,95,295,306,306,95,101
102,f1db9afc3bf0cfa55ee10253adcb4239,James,130,2012-05-24 21:43:28,1243,536,995,2018,23,3.92,10,1,2,1,0,11,94,63,63,4,8
103,59d2a254493058492d7fa9f582bdb793,Megan,237,2013-09-27 19:25:06,525,175,243,"2014,2015,2016,2017,2018",30,3.89,13,2,1,1,1,21,16,14,14,13,7
104,b8bdef84c240741ef5ae23c3848e3008,Jonathan,1209,2008-08-20 20:53:30,7615,6207,6926,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",140,3.97,773,104,139,23,47,644,1090,1775,1775,324,247
105,3ca66dcb61eb1dbe398c8251fa93b6ca,Courtney,841,2011-01-02 04:32:39,3377,1368,2021,"2012,2013,2014,2015,2016,2017",78,3.95,131,17,13,26,3,163,336,236,236,126,50
106,d7995d511b5493a4b6ec34af6290e080,Jeffrey,262,2007-12-03 18:57:27,451,296,273,"2009,2010,2011",8,3.74,14,3,1,4,1,21,15,17,17,11,1
107,4ab6a3d04a616080fccf0f400fd72ba5,Jenny,53,2014-03-05 18:57:02,38,20,7,,0,2.79,0,0,0,0,0,2,1,0,0,0,0
108,cefc8a64f9460c6df12563cac4c3a4dc,Ryan,54,2012-09-24 23:53:58,21,1,4,,7,3.97,0,0,0,0,0,0,0,0,0,0,0
109,215ffd2c9322322a121f86897814510c,Ashley,713,2007-12-01 19:49:00,2279,1330,1562,"2010,2011,2012,2013,2014,2015,2016,2017,2018",86,4.07,126,15,4,11,5,123,179,186,186,74,33
110,024540fde63ea4ff3ff7f7bbdadab37a,Ocee,1201,2008-04-23 06:54:20,2427,1405,1016,"2009,2010,2011",66,2.93,51,7,4,4,7,40,60,55,55,40,32
111,9efa8ee6a26fabbbdefcc1188e2485a1,Tony,480,2009-12-25 19:35:52,1763,1522,1485,"2010,2011,2012,2013,2014,2015,2016,2017,2018",52,3.66,124,11,10,9,4,181,448,248,248,102,14
112,dfecc6f310974af7f3b83aeb0dade30e,T.C.,160,2010-12-06 19:44:29,246,78,99,"2011,2012,2013",5,3.95,20,3,1,1,1,10,22,34,34,7,0
113,65661468fb1ac1ad9098ebe1cb1a3b2d,Manda Bear,2027,2008-03-28 04:19:21,15180,7732,12164,"2010,2011",1242,4.01,1648,99,73,195,32,513,872,1219,1219,421,1045
114,3d8a189c545a2932d2ba96d052c6bb30,Elvi,583,2010-10-13 01:24:18,2985,950,1505,"2015,2016,2017,2018",127,3.83,17,5,2,9,4,17,21,33,33,22,28
115,43009c411a5c727bf4e50ab1155dd541,Jessica,47,2011-06-09 17:46:27,26,2,5,,1,4.48,2,0,0,0,0,0,1,0,0,0,0
116,e58e07c0e754dc455e8869dea99c8794,Arana,321,2010-06-28 19:17:17,1006,481,548,"2014,2015,2016",29,3.83,63,2,3,2,0,35,86,111,111,19,3
117,1bfddf7e1b9d3e6295d5ac6e5002a03a,Angel,93,2013-12-29 21:13:26,143,32,75,"2015,2016,2017,2018",22,4.07,5,2,0,0,0,6,7,2,2,2,10
118,27bedaf53811ce7970012382941d91a0,Sunday,338,2010-05-24 22:21:57,860,278,519,"2013,2014,2015,2016",29,4.13,15,1,1,3,0,31,49,47,47,21,24
119,8ca8a4fffe84fc79b9dbda4e25d52622,John,912,2006-02-15 20:38:48,1972,1269,910,"2006,2007,2008,2009",78,3.4,89,18,12,35,13,103,162,193,193,39,61
120,3753a2556ddfd40499e4e432100ee415,Christian,30,2014-11-13 18:26:46,8,1,6,,2,4.16,0,0,0,0,0,0,0,2,2,0,0
121,502dbc25f38dee46db4dbcdf0d890071,Melissa,464,2007-11-08 00:16:27,1156,355,740,"2008,2009,2010,2011,2012,2013,2014",21,3.8,63,6,0,2,8,53,45,96,96,23,3
122,dc2837f90f3f5da29378a0adb7b2773f,Annie,593,2006-10-19 22:42:51,961,223,476,"2010,2011,2012,2013,2014,2015,2016,2017,2018",85,3.77,23,8,3,4,5,13,13,51,51,28,10
123,5806845c6191dca4c582e6a1c0732dd8,Sarina,551,2007-10-21 21:58:44,1438,855,1086,"2008,2009,2010",78,3.78,162,19,4,23,4,96,108,261,261,42,18
124,5b86c2169d131ad24d903230667f2903,Molly,63,2011-12-20 02:41:42,40,13,13,,0,3.76,0,1,0,0,0,0,0,0,0,0,1
125,365c6a20878b8e22abe52e38a7876201,Troy,841,2006-03-21 08:00:34,1808,820,967,"2007,2008,2009,2010,2011,2012",75,2.78,73,14,6,2,2,126,131,296,296,40,14
126,e584d71f1b789737d18e038163e90bc0,Rob,816,2009-09-12 15:29:56,26926,22430,25287,"2011,2012,2013,2014,2015,2016,2017,2018",452,3.62,4933,389,320,120,34,4986,3401,5186,5186,1337,3305
127,b00f323ea53f946616a30163f7440e50,Samantha,1789,2009-03-16 23:41:53,5616,2103,3492,"2010,2011,2012,2013,2014,2015,2016,2017,2018",155,3.62,101,11,9,2,13,59,113,165,165,95,40
128,42326317a1c3456c7ade772762f41d19,Missy,205,2014-09-16 04:25:04,2467,1182,1980,"2016,2017,2018",68,3.63,85,7,14,2,1,23,83,200,200,70,59
129,5c208493b7c258186e3244ad9f8588dc,Ben,641,2010-07-18 00:32:36,883,221,276,"2013,2014,2015,2016,2017,2018",48,3.47,5,2,3,2,0,11,17,16,16,11,3
130,1551dce68107508dd1ef3ac0c309f99a,Wes,200,2009-04-21 21:01:42,1109,378,611,"2009,2010,2011,2012",35,3.66,135,10,0,2,1,40,77,144,144,38,5
131,41b98036d6bc66627af8225e594ca189,Paula Denise,71,2009-06-22 05:14:18,79,31,40,2015,4,3.46,2,1,0,0,0,3,1,2,2,1,1
132,5a35cba59e25ebb78061e437c76dfb32,James,69,2010-08-25 22:24:48,252,92,150,"2010,2011",10,4.22,12,5,2,0,2,7,20,30,30,19,5
133,3993ec5236597b7a5301e3b1de326cb2,Hailey,680,2015-07-17 01:16:03,8759,3232,6758,"2015,2016,2017,2018",451,4.42,210,5,17,20,0,132,707,431,431,100,258
134,f0facc550ad930b8be0d7895c85e7689,Jeremy,96,2016-03-22 20:54:55,193,131,128,"2017,2018",5,3.64,0,0,0,0,0,4,1,4,4,0,0
135,cd27dd472ce32fbbd10365f4e237a893,Donald,458,2014-06-27 17:03:17,2095,1080,1383,"2016,2017,2018",75,4.22,46,17,11,2,3,25,126,95,95,65,66
136,68e88db8631624edc927f04707828093,Patrick,40,2013-07-06 19:48:34,125,76,74,,1,4.09,8,2,0,0,0,0,3,9,9,5,4
137,94f2403fb6f688bef25e3503923e038e,Nick,1025,2011-04-13 03:06:29,821,301,291,2012,21,3.84,10,1,4,0,0,9,4,16,16,6,0
138,8d85f531233c5cc5654e8dc65726ad95,Audrey,238,2007-07-27 18:04:21,1402,673,812,"2010,2011,2012,2013,2014,2015,2016,2017,2018",17,3.52,73,7,4,2,0,57,146,95,95,44,1
139,1be35d4de190a7b219a124f3bef838ac,Christine,699,2011-08-29 00:09:10,7942,4269,6603,"2013,2014,2015,2016,2017,2018",192,3.85,305,18,20,18,1,120,354,458,458,162,84
140,89ac6a40840f81e89a0c0e15554ac4f1,Rebecca,55,2010-11-28 16:46:22,133,53,58,"2014,2015",6,3.89,4,0,0,0,0,1,3,3,3,7,1
141,3a7075313c661034af0c00cc5ae8ea16,Stephanie,331,2013-09-08 23:09:41,441,74,175,"2016,2017,2018",16,3.91,7,1,2,0,0,2,7,4,4,5,5
142,15468c8fe627a0cd7801b75a3e363a20,Cali,188,2006-05-26 20:42:37,717,279,261,"2006,2007",46,3.87,20,8,2,8,2,23,28,33,33,13,9
143,cdadf39def5ba765a480c2f5c10e2ae2,Emma,124,2011-09-13 02:02:52,429,166,306,,10,3.74,6,4,1,3,0,6,15,14,14,6,1
144,72b45ed0c463ce3ec1ce7123cd1fdd49,Brandon,89,2010-12-15 21:02:18,92,32,33,,7,3.48,1,0,0,0,0,1,1,1,1,1,0
145,d84f431710d0ae487c8c9da55313a369,Yvonne,967,2008-05-27 19:25:49,1691,632,985,"2010,2011,2012,2013,2014,2015,2016,2017,2018",72,3.61,21,13,7,4,0,37,55,75,75,42,25
146,9dc53259a9a72ea963f87850cfc25927,Angelique,222,2010-01-10 03:35:13,783,267,547,,40,4.26,46,8,10,4,1,37,148,100,100,10,19
147,ee46a7595da5201775fe438ce1657c53,Michael,1371,2008-01-28 07:34:15,3051,1224,1496,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",110,3.83,51,11,9,1,1,40,117,138,138,49,30
148,0f3073f33d0be55a4da30c4df13510ae,Sam,819,2007-01-19 08:02:34,1084,222,485,"2010,2011,2012",20,3.64,6,1,2,0,0,11,18,12,12,10,7
149,e356350c29e72592dc590b63112a4fe3,John,326,2010-01-17 19:28:10,942,590,697,2018,33,3.78,11,2,3,1,2,22,68,55,55,7,12
150,fe7b718fa6ee2e8872b28906ea5992d2,Jennifer,58,2009-09-24 22:32:28,193,40,87,"2012,2013,2014",4,3.41,23,3,0,0,0,9,8,16,16,9,0
