review_id,stars
JLjth-cWUDS1-_YSnTPovw,4
dXXlD4Yjx_lIWoNaPwORhA,3
l8B3hL0y3xbHOknCduDBjQ,3
DZYU6yP_Yq8UuD7OXEuT8g,1
E0LHepKIVvRE0VkllrQxUA,1
llvNAT5gWbN3ETaO4NGp_g,2
4Otg9Bn2L3IwCJFgRSgvQw,1
lGz_36U6oY9ZujGpQrnldg,1
6lISaBZd6e6XfvWTiVAe-w,4
kYoZPQqyHqaNfvjkFTtDTw,5
qcKH2p-kwUdJUrj2qzlmxg,2
eh09N0Ll0vZn-MnyYSkoLg,2
EsYGafi4Zb8xKwQ4rebEqw,1
lt42Q7jYb9eesFfdfGJ6_Q,4
PtxES7W2ju2JMMRYze1Zbw,1
9KoIhcTes-5TpMrAFhUnRw,1
lazcjeYXE_fBg52N9Zk79w,1
6Lz8FA_L9sJzsU9FjCrJXQ,3
iycKtxO8zWfnR0QX2OZpJA,1
DsXFitEeOjJuLHa_yB4oAQ,3
5gccEyS3XF1RFleMDdPcFg,0
jh3jT25Bx-YjxGV0yqG7Iw,2
CGgp1j_IAdhT8MMmXlcNBw,2
dLAeinzobHvIPZTpOeIvrQ,2
cuL9KNkf5jkGifDpzIDHyQ,1
dljwTYB1Z5kbnhkIVLScaQ,0
2o2Sg8ROuviWY6yljXMhZw,5
3lbQn1nS-JCsYzu5UtnydA,3
hnc3ePDOCBRFB90CKqPd0Q,3
Egxq6iJTNlrlhFj15Wwh5w,0
cz-Kz6kfE_8Y6QlQ4eikiQ,4
pZkx3WsVkIyEyfoostPtkA,4
CuR9PQr_UtV28_y_eWMhiA,1
jI5pJhpLvwk5tzPZHKmIvw,2
pOwkMPaC_EqaXHwsZwRVgg,2
vYxi5aU5BCj0LFyiUh-OHg,1
Sc0_PH4B1Gv6dYgQOJEQig,5
nNPnQRz9qKX8qzKs-bMy4Q,2
onuly9nbHNFYZ2vXm4k4mg,5
KLEzeVBtUNgutaZ18jq4DQ,5
yXdkMlDtzRwkC-lbYpZHOA,3
5nto7M63mk2OUUrw0-n2VA,5
Nlj03ys9JDB0gRW8p7OzXQ,2
QTGwTTYELaxpl8vADmkdXA,2
N4pJ3HC2PntDp2x1cDtqiQ,4
I-aI4VQj5-2UtBckYylGrQ,1
xMe-CtdBFfwB8XggldtYQQ,3
l1hp00QH3y0Hz-vdLCKJaA,5
gNwEl3flGUfdl3QWcNog1Q,2
mJ5wEbGQrk3cEVRAhetBqQ,4
9RsYehK49zE_VrCwqHOg2w,3
_XQ4eOSCRX8hSu9_Sv2oXw,2
tAHIPuVfftUVY1cCvlnCcw,2
66Czr9QE4VntHzrgX_nK6g,3
a6IpOVOQfpcqpefVPT9MUw,1
cH6_1dYazfklP2UJu5wmQQ,4
R2giYMgm2aMm-YbxsgOIQQ,5
sp9nQobyD20BjyWk9UfVTg,0
mY0FbG14JhYot_XclpMojA,1
FQa4IJ94nqMUJ5uPWIGVTA,2
EBLzJBWjkWYywTWvXWmdoQ,0
hQ5xhtBDIEiwXtJcEOp6uQ,3
SW9v0fZXNG54Hh9dsBGaOw,2
zxi60_0ygDVWVFPGGfjgVg,3
EzMQiNueUq3cRAUwIm6F8w,5
d70iF4JTt7SZK34ZaRScQA,4
FNbQGJuNQQymhUGR8NVxww,0
tjf7Eibr3Yy4XwlJI0nZHA,3
_A-hfy0DqZCtHRbF6Jx_lw,5
iHJFV6se6p6V--XVtP6-fw,5
FWSvghLaP-rH7DB0AlPPUQ,5
yJ84PvYmMC7VFhxUWp2HEA,0
wGINlUBsJToqCwJEwTYjuA,4
86svk-Y7MUIrh8zh-Yq4Fw,2
xukgVANuFLqptNEVSqDQhw,1
-150b_f3o3BNdrP-WJ2viw,2
KUdtYHCwcKipNHJED_oOxA,2
Ufw1JzLa7KAFXmNxc8hvgg,5
XDjtQfsholynhlRLPKDNBA,3
O0lMLw-8yEEWN1D6VObb_w,0
iolAuNQN3VJ_1Firzvm5BA,3
3nbC7hqsAU4IND_vQ95H1g,1
d5jb7UiDmZpdIh_HttzUWQ,5
3vaqXJMJP59U1SfmfvPnpg,4
M8fBkaMe6RJI9fXhLoreKA,2
xfM-g1c6anVYtdSclbUmWA,1
aF-U3ypf6mClUlpDBtXyoQ,1
IJFrTO7JcsgwmQ8XwjbNgw,1
ukGsVU8ONs3iJ28OJ9s1mw,4
kr7ms4IRiwROvnWTxF5U1A,1
ckT7lgAV7QKAHmH6JGLfmQ,3
B7WR9X7TThogZIfwhkUTZw,1
6Po3xBuw3VaLsU_hlBtLQw,0
iykpKio6UI1UUewmQdyCrw,2
VZklCqla8Fs5BKkXbE4LQQ,5
Y9NaTWA1n_2IUhG3DLBIsg,5
aQYCAMVGOfaJV6t0vCfKZg,4
J29khZ2awECAQo9g6B_01Q,0
5YTRAG_qfM9dpc-KiJDmfA,2
Mip1kLa0UtJJnbAFtAwOqg,4
Mnm9ZK6hRA5Y2yfcoYZ9Sg,0
eqbNAccWdsJTcCry1Ar9-w,3
_0Ou070PbUKDUrQ0Fjt6pw,1
BhNdWE1Oh307Z3AKMlQcfQ,3
E3JmipwBKF3NLEz9lgi9Xw,3
yemWFSJZgw0AmFjVMtUr_g,2
1aJlZYliLZkiHYUXYQUpDQ,5
y2xrSSvHCq2ZyzJJwSCXEg,3
2Kl3Skb_iqoI4aa1dPe5Dg,4
XCcMzIDarPsq2B46mG2QpQ,3
4r9OPiJqTbcbLwji_hmbxg,3
6SMWpdzwn8isppZWhftv_A,1
xk800FEmgZomO47xkAv0KQ,5
Ykp5Xd6ZRDOHbsRbxCnX5g,4
CBYNhW-5Ew_5IMxwfoFg-Q,1
inYGqx5J00GTK3Wx1dQ-9Q,1
4q-nXaHQdysEW9ctt3woVg,0
mnqbOPyFOj-PrJkvpOEA5g,2
b94sj0ccWFJncfEaL8nQuQ,1
girqnDFLXYOjmZc4R7G76w,1
lbNSeYmYbWtj2_3TrAECMg,2
44oaoOV1qRaM2QnYp8rFnA,2
euSy1UiCZ0yWTfEdvZRhEQ,5
59g4k4twbp_okONe6FZW5w,0
RTGYKlt7FlvmH_gnEo2E3A,0
4Yr7wxVzXZ4pJ4KxfeydBw,1
pQ5Bj6CS3USn_Yog790yLg,4
pkC_90i7JvRFp05mOJitWQ,4
4XeOuvBOkOkti2R5wmnyyg,3
CpiAhed3MCtxzJ5z3pQrgQ,4
v68PLdAIhobriLecg_euKQ,1
4HXuQbxfTch3veYvoQl5rA,5
fUAyPDXMmSG8FlOhiLX_sQ,3
_EBe4KAlzsloTA8xyMzHHA,5
FhuC89-vGlTyXlWYJQk9vg,4
gZKHQqLnCcWxqytCTodImg,2
C9JVpdljOuVXyU_6mH4RBA,4
LBOEO_0v34RfXqgyZHvBjA,1
opoxRpWBykdmbsor1t5hBA,3
TgwNgrfj020Q0Wc3LeV0sA,1
uyHDPXkvQsfURgekxJpBpA,2
h4DaA6NO_sfdti91Ye4kow,5
m4NqEcWMng-3XL6M24JTGA,4
6r-hvhGas6E2rc5o_DiiwQ,3
dqieuZng3Hjb8Eegk6vi5w,5
v258QCKvTDFJI3y5z-P5bA,2
f0Hi85gO5LBqsKPUWU1blA,0
3hhxezs6Cxt0MOSrWIJu1A,4
xiZXBzbbruzWKfg_OsOM_w,2
_e4fFYx94U1T6DNcdDeU5w,1
6Jj6pBRRSFiPbEwa1mVXqQ,3
qSeT6pscI5Zt_BFg2aUYjQ,0
5l-0aHhK58MRhDfGmU96AA,0
qcDyX4cQeqRmK08Ozhk30A,0
XtZyAzv8MLMD4L_x3FvapA,4
JJXsV73D0Knnh81IYDTuWg,4
8ni_WJnGWmJ19ggsX12IBw,2
sIN4ndab3BCg6EK7Nu-rRw,5
fqZIT0obJ4u_o6ICCHwT3A,5
Y4Pu1jCbO8igOK1jAWTKgQ,0
eVyhR0-DQYohcn3TvYOazw,5
wNvoSFRAH0bUjiAxALvo5A,1
E0p3CcPehyGvT5TpJQeouA,3
K1XPXAAvXVZufMhtI1JMnw,1
OlH7ofP1j58uhmkLZJrZaQ,0
uq0hTxNUVTFMwj5580X53w,4
El4D0iuqAAnLjpAVN4VssA,5
yuwbV4vtYheZBW4gMDLxgQ,4
fpdnDdssb4k36MZ6XkUO9g,4
90CXb8MY7begKcHgosdlwA,3
oftK0ATquBo4pdst1-BBBA,3
oPjljyAb0CpI2Af-GxHOzw,2
goGPMpwFFdlHngmOoA9f9w,1
I6ObHh2U-ICXKd3155fTdQ,5
eFVyN4USt9tudNGY37QFfg,2
juCcewiqJ4GNXVR6nJMJcA,1
PlLndvzVOIzggOCj_3clKA,5
9pqVcIbL-9VK3iX812zKYQ,5
stidEi_j6XAw-xJrqBgarA,1
zyvJXRTQoLouYzMdt7eq8A,5
qkcfR3mWeOTJi1P7toAnjQ,3
B1wx_u10ool_-0rYd-g09g,2
eMP0NBs7FMYcksi6XviM7Q,5
fhm6u_v-j4EozBWPGgxOQA,3
qvEh5o_-xTJBOSMyEL7egg,2
b_TLNyNRhGb48gIBXoAGLg,1
Qm6okMKrKVadbF9qGvcpeA,2
_I3EHDY2yqa2btLyJ7rzkg,2
W7On7CK4P-H9i45i_RAUXg,3
mu1Xgs5h-WjSrqLHmDMPPA,4
Jzr10P7hQjwa8bxKK_EKLg,4
jWZlO0lp7iCcNFuMCzPSrg,2
tNR-mxN7dONHWhr0xF9Wmw,5
7IvQMhrPbRV-f8EbRZRCPQ,0
-QH2Haw5k0V1vL04B4CpVA,5
xheigdh0WPoshzxwEgbJKA,5
zUazoW-bQqAZ1LpJAZSG0Q,5
uNZxLK7dGPO5Fmpvp5nCfQ,4
iCPQy3YfY4wgMuH5X2lf3A,5
z7V_Rgx-uGgyrDRarRH4Jw,2
kEjN6LP91b5r_t0EKabWig,1
CAkgfdvdCn4KUo03kMk9Mg,5
hYrT2iX6CGjy90f1hZg3Zw,1
rvLkjT_Ev0T-tSpP8Pb9FQ,1
JaF9OleMF9tPz52GCovlTg,0
sle3NtSVH6n9uvgdkak7IQ,4
uMjozuQAhR-MEYBu908g1w,0
m_F0JMZKoD0dx9KDj5sYKg,4
UzY93BNqHPTMo5l-CL8ARw,4
hHzzNXrpdM2h0EXqeGDSIg,2
S9ej_8SgG_Eg3z2tDVpuyA,5
VetgHhYpX_mAnnWFW_oNng,4
FFUxQ1RCQgFBhWhScVYBQQ,3
fqRhYGFZ94r3J-xPvJjSzA,2
DTQYJ3Ma-nePJ47PX1N4Lw,4
yJqJWl00TsVHZo2qoF-Q9A,3
kim6oCWOlzH40ao2uR7hzg,3
5ER67p87CZ7Gwe4JOQ_sfQ,3
b7TNNG28KBqCrtNr_C0eqQ,0
sn4Gn-fL8QtIuxE90wt5WQ,2
jFVIOVffPCheJ9xI9ir7eA,4
q4BBwbNB-YmYVoSsBamnDQ,5
P4rpsvPovb4WBfxAbld6Yg,1
R9865JpUO9WMQ0A06exgig,0
1YJdGDnOYffnywykb74plw,5
ieX_AUwBJw3tgPwcg_jSPg,2
ObhtPzmeQXopk73zfZ-HDw,3
LJxkQ8jXViERv0AMTHNhoA,4
qsuhEPJfD4GmuWdeQzB8bQ,2
cUXLN3Mmpnu2GY462zV3Ng,0
6G-_yJC1Kq3LROxRVX_eEA,1
bjk3FApPULJp7NslrtOYoA,5
STrCj5w3Hd1-z3bjDHaPCA,5
gi_V6yb_6bGH6nWNFV1YXA,3
i65s9DcFtjnNefNwweLg8g,4
